1 1:11.23 2:12.63 3:0.884 4:4.902 5:2.879 6:2.269 7:4.703
1 1:12.36 2:13.19 3:0.8923 4:5.076 5:3.042 6:3.22 7:4.605
1 1:13.22 2:13.84 3:0.868 4:5.395 5:3.07 6:4.157 7:5.088
1 1:12.78 2:13.57 3:0.8716 4:5.262 5:3.026 6:1.176 7:4.782
1 1:12.88 2:13.5 3:0.8879 4:5.139 5:3.119 6:2.352 7:4.607
1 1:14.34 2:14.37 3:0.8726 4:5.63 5:3.19 6:1.313 7:5.15
1 1:14.01 2:14.29 3:0.8625 4:5.609 5:3.158 6:2.217 7:5.132
1 1:14.37 2:14.39 3:0.8726 4:5.569 5:3.153 6:1.464 7:5.3
1 1:12.73 2:13.75 3:0.8458 4:5.412 5:2.882 6:3.533 7:5.067
2 1:17.63 2:15.98 3:0.8673 4:6.191 5:3.561 6:4.076 7:6.06
2 1:16.84 2:15.67 3:0.8623 4:5.998 5:3.484 6:4.675 7:5.877
2 1:17.26 2:15.73 3:0.8763 4:5.978 5:3.594 6:4.539 7:5.791
2 1:19.11 2:16.26 3:0.9081 4:6.154 5:3.93 6:2.936 7:6.079
2 1:16.82 2:15.51 3:0.8786 4:6.017 5:3.486 6:4.004 7:5.841
2 1:16.77 2:15.62 3:0.8638 4:5.927 5:3.438 6:4.92 7:5.795
2 1:17.32 2:15.91 3:0.8599 4:6.064 5:3.403 6:3.824 7:5.922
2 1:20.71 2:17.23 3:0.8763 4:6.579 5:3.814 6:4.451 7:6.451
2 1:18.94 2:16.49 3:0.875 4:6.445 5:3.639 6:5.064 7:6.362
2 1:17.12 2:15.55 3:0.8892 4:5.85 5:3.566 6:2.858 7:5.746
2 1:16.53 2:15.34 3:0.8823 4:5.875 5:3.467 6:5.532 7:5.88
2 1:18.72 2:16.19 3:0.8977 4:6.006 5:3.857 6:5.324 7:5.879
2 1:20.2 2:16.89 3:0.8894 4:6.285 5:3.864 6:5.173 7:6.187
2 1:19.57 2:16.74 3:0.8779 4:6.384 5:3.772 6:1.472 7:6.273
2 1:19.51 2:16.71 3:0.878 4:6.366 5:3.801 6:2.962 7:6.185
2 1:18.27 2:16.09 3:0.887 4:6.173 5:3.651 6:2.443 7:6.197
2 1:18.88 2:16.26 3:0.8969 4:6.084 5:3.764 6:1.649 7:6.109
2 1:18.98 2:16.66 3:0.859 4:6.549 5:3.67 6:3.691 7:6.498
2 1:21.18 2:17.21 3:0.8989 4:6.573 5:4.033 6:5.78 7:6.231
2 1:20.88 2:17.05 3:0.9031 4:6.45 5:4.032 6:5.016 7:6.321
2 1:20.1 2:16.99 3:0.8746 4:6.581 5:3.785 6:1.955 7:6.449
2 1:18.76 2:16.2 3:0.8984 4:6.172 5:3.796 6:3.12 7:6.053
2 1:18.81 2:16.29 3:0.8906 4:6.272 5:3.693 6:3.237 7:6.053
2 1:18.59 2:16.05 3:0.9066 4:6.037 5:3.86 6:6.001 7:5.877
2 1:18.36 2:16.52 3:0.8452 4:6.666 5:3.485 6:4.933 7:6.448
2 1:16.87 2:15.65 3:0.8648 4:6.139 5:3.463 6:3.696 7:5.967
2 1:19.31 2:16.59 3:0.8815 4:6.341 5:3.81 6:3.477 7:6.238
2 1:18.98 2:16.57 3:0.8687 4:6.449 5:3.552 6:2.144 7:6.453
2 1:18.17 2:16.26 3:0.8637 4:6.271 5:3.512 6:2.853 7:6.273
2 1:18.72 2:16.34 3:0.881 4:6.219 5:3.684 6:2.188 7:6.097
2 1:16.41 2:15.25 3:0.8866 4:5.718 5:3.525 6:4.217 7:5.618
2 1:17.99 2:15.86 3:0.8992 4:5.89 5:3.694 6:2.068 7:5.837
2 1:19.46 2:16.5 3:0.8985 4:6.113 5:3.892 6:4.308 7:6.009
2 1:19.18 2:16.63 3:0.8717 4:6.369 5:3.681 6:3.357 7:6.229
2 1:18.95 2:16.42 3:0.8829 4:6.248 5:3.755 6:3.368 7:6.148
2 1:18.83 2:16.29 3:0.8917 4:6.037 5:3.786 6:2.553 7:5.879
2 1:18.85 2:16.17 3:0.9056 4:6.152 5:3.806 6:2.843 7:6.2
2 1:17.63 2:15.86 3:0.88 4:6.033 5:3.573 6:3.747 7:5.929
2 1:19.94 2:16.92 3:0.8752 4:6.675 5:3.763 6:3.252 7:6.55
2 1:18.55 2:16.22 3:0.8865 4:6.153 5:3.674 6:1.738 7:5.894
2 1:18.45 2:16.12 3:0.8921 4:6.107 5:3.769 6:2.235 7:5.794
2 1:19.38 2:16.72 3:0.8716 4:6.303 5:3.791 6:3.678 7:5.965
2 1:19.13 2:16.31 3:0.9035 4:6.183 5:3.902 6:2.109 7:5.924
2 1:19.14 2:16.61 3:0.8722 4:6.259 5:3.737 6:6.682 7:6.053
2 1:20.97 2:17.25 3:0.8859 4:6.563 5:3.991 6:4.677 7:6.316
2 1:19.06 2:16.45 3:0.8854 4:6.416 5:3.719 6:2.248 7:6.163
2 1:18.96 2:16.2 3:0.9077 4:6.051 5:3.897 6:4.334 7:5.75
2 1:19.15 2:16.45 3:0.889 4:6.245 5:3.815 6:3.084 7:6.185
2 1:18.89 2:16.23 3:0.9008 4:6.227 5:3.769 6:3.639 7:5.966
2 1:20.03 2:16.9 3:0.8811 4:6.493 5:3.857 6:3.063 7:6.32
2 1:20.24 2:16.91 3:0.8897 4:6.315 5:3.962 6:5.901 7:6.188
2 1:18.14 2:16.12 3:0.8772 4:6.059 5:3.563 6:3.619 7:6.011
2 1:16.17 2:15.38 3:0.8588 4:5.762 5:3.387 6:4.286 7:5.703
2 1:18.43 2:15.97 3:0.9077 4:5.98 5:3.771 6:2.984 7:5.905
2 1:15.99 2:14.89 3:0.9064 4:5.363 5:3.582 6:3.336 7:5.144
2 1:18.75 2:16.18 3:0.8999 4:6.111 5:3.869 6:4.188 7:5.992
2 1:18.65 2:16.41 3:0.8698 4:6.285 5:3.594 6:4.391 7:6.102
2 1:17.98 2:15.85 3:0.8993 4:5.979 5:3.687 6:2.257 7:5.919
2 1:20.16 2:17.03 3:0.8735 4:6.513 5:3.773 6:1.91 7:6.185
2 1:17.55 2:15.66 3:0.8991 4:5.791 5:3.69 6:5.366 7:5.661
2 1:18.3 2:15.89 3:0.9108 4:5.979 5:3.755 6:2.837 7:5.962
2 1:18.94 2:16.32 3:0.8942 4:6.144 5:3.825 6:2.908 7:5.949
2 1:15.38 2:14.9 3:0.8706 4:5.884 5:3.268 6:4.462 7:5.795
2 1:16.16 2:15.33 3:0.8644 4:5.845 5:3.395 6:4.266 7:5.795
2 1:15.56 2:14.89 3:0.8823 4:5.776 5:3.408 6:4.972 7:5.847
2 1:15.38 2:14.66 3:0.899 4:5.477 5:3.465 6:3.6 7:5.439
2 1:17.36 2:15.76 3:0.8785 4:6.145 5:3.574 6:3.526 7:5.971
2 1:15.57 2:15.15 3:0.8527 4:5.92 5:3.231 6:2.64 7:5.879
2 1:15.6 2:15.11 3:0.858 4:5.832 5:3.286 6:2.725 7:5.752
2 1:16.23 2:15.18 3:0.885 4:5.872 5:3.472 6:3.769 7:5.922
3 1:13.07 2:13.92 3:0.848 4:5.472 5:2.994 6:5.304 7:5.395
3 1:13.32 2:13.94 3:0.8613 4:5.541 5:3.073 6:7.035 7:5.44
3 1:13.34 2:13.95 3:0.862 4:5.389 5:3.074 6:5.995 7:5.307
3 1:12.22 2:13.32 3:0.8652 4:5.224 5:2.967 6:5.469 7:5.221
3 1:11.82 2:13.4 3:0.8274 4:5.314 5:2.777 6:4.471 7:5.178
3 1:11.21 2:13.13 3:0.8167 4:5.279 5:2.687 6:6.169 7:5.275
3 1:11.43 2:13.13 3:0.8335 4:5.176 5:2.719 6:2.221 7:5.132
3 1:12.49 2:13.46 3:0.8658 4:5.267 5:2.967 6:4.421 7:5.002
3 1:12.7 2:13.71 3:0.8491 4:5.386 5:2.911 6:3.26 7:5.316
3 1:10.79 2:12.93 3:0.8107 4:5.317 5:2.648 6:5.462 7:5.194
3 1:11.83 2:13.23 3:0.8496 4:5.263 5:2.84 6:5.195 7:5.307
3 1:12.01 2:13.52 3:0.8249 4:5.405 5:2.776 6:6.992 7:5.27
3 1:12.26 2:13.6 3:0.8333 4:5.408 5:2.833 6:4.756 7:5.36
3 1:11.18 2:13.04 3:0.8266 4:5.22 5:2.693 6:3.332 7:5.001
3 1:11.36 2:13.05 3:0.8382 4:5.175 5:2.755 6:4.048 7:5.263
3 1:11.19 2:13.05 3:0.8253 4:5.25 5:2.675 6:5.813 7:5.219
3 1:11.34 2:12.87 3:0.8596 4:5.053 5:2.849 6:3.347 7:5.003
3 1:12.13 2:13.73 3:0.8081 4:5.394 5:2.745 6:4.825 7:5.22
3 1:11.75 2:13.52 3:0.8082 4:5.444 5:2.678 6:4.378 7:5.31
3 1:11.49 2:13.22 3:0.8263 4:5.304 5:2.695 6:5.388 7:5.31
3 1:12.54 2:13.67 3:0.8425 4:5.451 5:2.879 6:3.082 7:5.491
3 1:12.02 2:13.33 3:0.8503 4:5.35 5:2.81 6:4.271 7:5.308
3 1:12.05 2:13.41 3:0.8416 4:5.267 5:2.847 6:4.988 7:5.046
3 1:12.55 2:13.57 3:0.8558 4:5.333 5:2.968 6:4.419 7:5.176
3 1:11.14 2:12.79 3:0.8558 4:5.011 5:2.794 6:6.388 7:5.049
3 1:12.1 2:13.15 3:0.8793 4:5.105 5:2.941 6:2.201 7:5.056
3 1:12.44 2:13.59 3:0.8462 4:5.319 5:2.897 6:4.924 7:5.27
3 1:12.15 2:13.45 3:0.8443 4:5.417 5:2.837 6:3.638 7:5.338
3 1:11.35 2:13.12 3:0.8291 4:5.176 5:2.668 6:4.337 7:5.132
3 1:11.24 2:13 3:0.8359 4:5.09 5:2.715 6:3.521 7:5.088
3 1:11.02 2:13 3:0.8189 4:5.325 5:2.701 6:6.735 7:5.163
3 1:11.55 2:13.1 3:0.8455 4:5.167 5:2.845 6:6.715 7:4.956
3 1:11.27 2:12.97 3:0.8419 4:5.088 5:2.763 6:4.309 7:5
3 1:11.4 2:13.08 3:0.8375 4:5.136 5:2.763 6:5.588 7:5.089
3 1:10.83 2:12.96 3:0.8099 4:5.278 5:2.641 6:5.182 7:5.185
3 1:10.8 2:12.57 3:0.859 4:4.981 5:2.821 6:4.773 7:5.063
3 1:11.26 2:13.01 3:0.8355 4:5.186 5:2.71 6:5.335 7:5.092
3 1:10.74 2:12.73 3:0.8329 4:5.145 5:2.642 6:4.702 7:4.963
3 1:11.48 2:13.05 3:0.8473 4:5.18 5:2.758 6:5.876 7:5.002
3 1:12.21 2:13.47 3:0.8453 4:5.357 5:2.893 6:1.661 7:5.178
3 1:11.41 2:12.95 3:0.856 4:5.09 5:2.775 6:4.957 7:4.825
3 1:12.46 2:13.41 3:0.8706 4:5.236 5:3.017 6:4.987 7:5.147
3 1:12.19 2:13.36 3:0.8579 4:5.24 5:2.909 6:4.857 7:5.158
3 1:11.65 2:13.07 3:0.8575 4:5.108 5:2.85 6:5.209 7:5.135
3 1:12.89 2:13.77 3:0.8541 4:5.495 5:3.026 6:6.185 7:5.316
3 1:11.56 2:13.31 3:0.8198 4:5.363 5:2.683 6:4.062 7:5.182
3 1:11.81 2:13.45 3:0.8198 4:5.413 5:2.716 6:4.898 7:5.352
3 1:10.91 2:12.8 3:0.8372 4:5.088 5:2.675 6:4.179 7:4.956
3 1:11.23 2:12.82 3:0.8594 4:5.089 5:2.821 6:7.524 7:4.957
3 1:10.59 2:12.41 3:0.8648 4:4.899 5:2.787 6:4.975 7:4.794
3 1:10.93 2:12.8 3:0.839 4:5.046 5:2.717 6:5.398 7:5.045
3 1:11.27 2:12.86 3:0.8563 4:5.091 5:2.804 6:3.985 7:5.001
3 1:11.87 2:13.02 3:0.8795 4:5.132 5:2.953 6:3.597 7:5.132
3 1:10.82 2:12.83 3:0.8256 4:5.18 5:2.63 6:4.853 7:5.089
3 1:12.11 2:13.27 3:0.8639 4:5.236 5:2.975 6:4.132 7:5.012
3 1:12.8 2:13.47 3:0.886 4:5.16 5:3.126 6:4.873 7:4.914
3 1:12.79 2:13.53 3:0.8786 4:5.224 5:3.054 6:5.483 7:4.958
3 1:13.37 2:13.78 3:0.8849 4:5.32 5:3.128 6:4.67 7:5.091
3 1:12.62 2:13.67 3:0.8481 4:5.41 5:2.911 6:3.306 7:5.231
3 1:12.76 2:13.38 3:0.8964 4:5.073 5:3.155 6:2.828 7:4.83
3 1:12.38 2:13.44 3:0.8609 4:5.219 5:2.989 6:5.472 7:5.045
3 1:12.67 2:13.32 3:0.8977 4:4.984 5:3.135 6:2.3 7:4.745
3 1:11.18 2:12.72 3:0.868 4:5.009 5:2.81 6:4.051 7:4.828
3 1:12.7 2:13.41 3:0.8874 4:5.183 5:3.091 6:8.456 7:5
3 1:12.37 2:13.47 3:0.8567 4:5.204 5:2.96 6:3.919 7:5.001
3 1:12.19 2:13.2 3:0.8783 4:5.137 5:2.981 6:3.631 7:4.87
3 1:11.23 2:12.88 3:0.8511 4:5.14 5:2.795 6:4.325 7:5.003
3 1:13.2 2:13.66 3:0.8883 4:5.236 5:3.232 6:8.315 7:5.056
3 1:11.84 2:13.21 3:0.8521 4:5.175 5:2.836 6:3.598 7:5.044
3 1:12.3 2:13.34 3:0.8684 4:5.243 5:2.974 6:5.637 7:5.063
